Animal,runno,Day,Acq Number,genotype,sex,age,age_group,Pool time,Pool Distance,NW Time,NW Distance,NE Time,NE Distance,SE Time,SE Distance,SW Time,SW Distance,NormSWTime,NormSWDist,Average Pool Speed,Average SW Speed
170123_6,N54761,Day2,3,4,F,396,old,60,64.467,26.9,19.075,10.7,14.06,13.3,17.01,9.1,14.322,0.151666667,0.222160175,1.07445,1.573846154
170123_7,N54762,Day2,3,4,F,396,old,60,68.727,58.2,67.056,1.8,1.671,0,0,0,0,0,0,1.14545,
170123_8,N54763,Day2,3,4,F,396,old,15.9,20.189,8.4,11.963,3.3,6.194,0,0,4.2,2.032,0.264150943,0.100648868,1.269748428,0.483809524
170123_9,N54764,Day2,3,4,F,396,old,20.5,27.399,14.2,21.959,0.6,0.59,0,0,5.8,4.851,0.282926829,0.177050257,1.336536585,0.83637931
170123_10,N54771,Day2,3,3,F,388,old,13.6,25.826,4.6,11.242,4.3,10.258,0.9,2.327,3.8,1.999,0.279411765,0.077402618,1.898970588,0.526052632
170123_11,N54772,Day2,3,3,F,388,old,42.5,75.25,13.8,22.876,9.6,18.878,7.2,15.142,11.8,18.354,0.277647059,0.243906977,1.770588235,1.555423729
170123_12,,Day2,3,3,F,388,old,60,112.907,24.8,41.656,8.5,16.911,14.4,29.398,12.2,24.941,0.203333333,0.220898616,1.881783333,2.044344262
170206_1,N54798,Day2,3,3,F,394,old,16.9,15.207,12.8,12.815,0,0,0,0,4.1,2.393,0.24260355,0.157361741,0.899822485,0.583658537
170206_2,N54805/N54800,Day2,3,3,F,394,old,60,90.162,17.7,27.071,6.6,12.159,5.5,11.635,30.2,39.296,0.503333333,0.435837714,1.5027,1.301192053
170206_3,N54801,Day2,3,3,M,393,old,8.4,12.225,3.4,7.833,0,0,0,0,5,4.392,0.595238095,0.359263804,1.455357143,0.8784
170206_4,N54802,Day2,3,3,M,393,old,43.6,53.127,20,28.809,0,0,0,0,23.6,24.318,0.541284404,0.457733356,1.218509174,1.030423729
170206_5,N54803,Day2,3,3,M,393,old,9,11.242,2.5,4.326,0,0,0,0,6.6,6.915,0.733333333,0.615104074,1.249111111,1.047727273
170206_6,N54804,Day2,3,3,M,383,old,41.1,75.545,9.2,14.716,2.9,6.555,9.1,19.992,19.9,34.282,0.484184915,0.453795751,1.838077859,1.722713568
170206_7,N54806,Day2,3,3,M,383,old,16.6,25.793,10.6,21.172,1.4,1.508,0,0,4.6,3.114,0.277108434,0.120730431,1.553795181,0.676956522
170206_8,N54807,Day2,3,3,M,383,old,33.9,62.763,15.3,30.251,3.7,7.145,1.6,3.277,13.2,22.09,0.389380531,0.351958957,1.851415929,1.673484849
170206_9,N54818,Day2,3,0,M,367,old,14.8,19.009,7.8,12.815,3.1,4.097,0,0,4,2.098,0.27027027,0.110368773,1.284391892,0.5245
170206_10,N54824,Day2,3,0,M,367,old,60,110.056,23,37.002,9.8,20.189,5.8,13.896,21.5,38.969,0.358333333,0.354083376,1.834266667,1.812511628
170206_11,N54825,Day2,3,0,M,367,old,32.3,48.113,15.1,25.302,0,0,2,2.524,15.2,20.287,0.470588235,0.421653191,1.489566564,1.334671053
170206_12,N54826,Day2,3,0,M,367,old,23.6,38.379,4.7,9.341,5,9.931,2.9,7.046,11,12.061,0.466101695,0.314260403,1.626228814,1.096454546
170227_1,N54859,Day2,3,0,F,120,young,42.2,54.93,15.6,23.761,5.5,10.553,8.6,11.897,12.5,8.718,0.296208531,0.158711087,1.301658768,0.69744
170227_2,N54860,Day2,3,0,F,120,young,60,106.877,17.2,22.581,15.6,30.611,11.2,24.777,16.1,28.907,0.268333333,0.270469792,1.781283333,1.795465839
170227_3,N54861,Day2,3,0,F,120,young,10.3,5.604,0,0,0,0,1,5.604,9.3,0,0.902912621,0,0.54407767,0
170227_4,N54873,Day2,3,0,F,120,young,9,12.421,0.5,1.213,0.3,0.361,3.2,6.85,5,3.998,0.555555556,0.321874245,1.380111111,0.7996
170227_5,N54874,Day2,3,0,F,120,young,8.8,10.062,0,0,1.6,4.097,1.1,2.851,6.1,3.114,0.693181818,0.309481217,1.143409091,0.510491803
170227_6,N54875,Day2,3,0,M,120,young,60,99.109,42.2,70.825,9.4,17.108,0,0,8.5,11.176,0.141666667,0.112764734,1.651816667,1.314823529
170227_7,N54876,Day2,3,0,M,120,young,28.3,35.167,0,0,5.1,3.376,8.3,14.355,14.9,17.436,0.526501767,0.495805727,1.242650177,1.170201342
170227_8,N54877,Day2,3,0,M,120,young,14.5,17.829,0,0,0,0,9,13.142,5.5,4.687,0.379310345,0.262886309,1.229586207,0.852181818
170227_9,N54879,Day2,3,0,M,120,young,9.5,11.242,0,0,0.3,0,3.9,7.604,5.4,3.638,0.568421053,0.323607899,1.183368421,0.673703704
170227_10,N54880,Day2,3,0,M,120,young,53.7,82.984,13.3,22.483,8.9,15.732,11.1,18.222,20.4,26.547,0.379888268,0.319905042,1.545325885,1.301323529
170313_1,N54837,Day2,3,0,F,380,old,26.3,13.765,13.3,5.473,13,8.292,0,0,0,0,0,0,0.52338403,
170313_2,N54838,Day2,3,0,F,380,old,16.2,13.372,0,0,0,0,9.3,8.423,6.9,4.949,0.425925926,0.370101705,0.825432099,0.717246377
170313_3,N54843,Day2,3,0,M,380,old,60,23.139,0,0,32.2,13.569,9.6,9.57,18.2,0,0.303333333,0,0.38565,0
170313_4,N54844,Day2,3,0,M,380,old,60,93.406,19,29.759,9.7,17.272,10.2,17.075,21,29.3,0.35,0.313684346,1.556766667,1.395238095
170313_5,N54856,Day2,3,0,M,380,old,33.3,55.159,6,10.619,7.3,13.405,6.9,13.569,13.2,17.567,0.396396396,0.318479305,1.656426426,1.330833333
170313_6,N54857,Day2,3,0,M,380,old,34.8,50.636,7,10.193,7.9,12.782,10.3,15.306,9.7,12.356,0.278735632,0.244016115,1.455057471,1.273814433
170313_7,N54858,Day2,3,0,M,380,old,14.6,17.993,0.5,0.754,4.4,6.522,3.6,4.982,6,5.735,0.410958904,0.318735064,1.23239726,0.955833333
170501_3,N54891/N54900LRspecific,Day2,3,0,M,381,old,30.1,35.888,3.6,4.457,16.3,16.256,3.3,7.571,6.9,7.604,0.22923588,0.211881409,1.192292359,1.102028986
170501_4,N54892,Day2,3,0,F,381,old,60,124.444,14.5,35.658,12.9,26.777,16.8,29.595,15.8,32.414,0.263333333,0.260470573,2.074066667,2.051518987
170501_5,N54893,Day2,3,0,M,381,old,9.3,11.143,0,0,1.5,2.491,3.5,5.408,4.3,3.245,0.462365591,0.291214215,1.198172043,0.754651163
170501_6,N54897,Day2,3,0,M,381,old,60,105.467,12.3,26.645,12.6,22.188,13.2,22.909,21.8,33.725,0.363333333,0.319768269,1.757783333,1.547018349
170501_7,N54898,Day2,3,0,F,381,old,60,104.746,16,33.069,13.3,21.959,23.1,37.33,7.6,12.389,0.126666667,0.118276593,1.745766667,1.630131579
170501_8,N54899,Day2,3,0,F,381,old,57.6,98.749,11.9,22.614,19.8,34.249,11.3,21.828,14.6,20.058,0.253472222,0.203121044,1.714392361,1.373835616
161107_1,N54716/N54915,Day2,4,4,F,383,old,21.6,23.597,1.2,1.114,0,0,1.9,1.999,18.5,20.484,0.856481482,0.86807645,1.092453704,1.107243243
161107_2,N54714/N54916,Day2,4,4,F,383,old,32.4,24.81,7.4,9.505,0.6,0.754,12.2,11.143,12.4,3.409,0.382716049,0.137404273,0.765740741,0.274919355
161107_3,N54717,Day2,4,4,F,383,old,60,71.448,10.7,14.716,18,22.811,24.4,24.745,6.9,9.177,0.115,0.128443064,1.1908,1.33
161107_4,N54715/N54917,Day2,4,4,M,379,old,37,50.374,0.1,0.295,1.5,3.474,13.4,19.894,22,26.711,0.594594595,0.530253702,1.36145946,1.214136364
161107_5,N54718//N54721,Day2,4,4,M,379,old,19,17.993,4.4,6.096,0.8,1.377,5.6,4.261,8.1,6.26,0.42631579,0.347913077,0.947,0.772839506
161107_6,N54719,Day2,4,4,M,379,old,27.4,6.424,0,0,0,0,0,0,27.4,6.424,1,1,0.234452555,0.234452555
161107_7,N54720,Day2,4,4,M,379,old,27.2,14.191,0,0,0,0,9.7,3.605,17.5,10.586,0.643382353,0.745965753,0.521727941,0.604914286
161107_8,N54722,Day2,4,4,M,379,old,6.4,6.85,0,0,0,0,2.4,4.293,4,2.556,0.625,0.373138686,1.0703125,0.639
170123_1,N54760/N54754/N54755,Day2,4,0,F,400,old,18.2,,0,0,0,0,18.2,0,0,0,0,,,
170123_2,N54757/N54759,Day2,4,0,F,400,old,4.1,3.441,0,0,0,0,0.4,1.016,3.8,2.425,0.926829268,0.704736995,0.839268293,0.638157895
170123_3,N54765,Day2,4,0,F,400,old,36.5,57.355,5.5,9.078,4.4,9.636,4.2,6.751,22.4,31.889,0.61369863,0.555993375,1.571369863,1.423616071
170123_4,N54766,Day2,4,4,M,396,old,20.3,26.35,19,12.061,0.3,4.851,0,0,0.9,9.439,0.044334975,0.358216319,1.298029557,10.48777778
170123_5,N54770,Day2,4,4,M,396,old,22.2,23.794,8.4,10.947,5.4,6.063,0,0,8.4,6.784,0.378378378,0.285113894,1.071801802,0.807619048
170123_6,N54761,Day2,4,4,F,396,old,60,67.908,16.4,20.156,19.9,15.371,13.7,16.911,9.9,15.469,0.165,0.227793485,1.1318,1.562525253
170123_7,N54762,Day2,4,4,F,396,old,50.2,46.933,27.3,28.022,10.4,7.604,0,0,12.5,11.307,0.249003984,0.240917904,0.934920319,0.90456
170123_8,N54763,Day2,4,4,F,396,old,24.3,26.187,0,0,7.3,12.716,1,1.835,15.9,11.635,0.654320988,0.444304426,1.077654321,0.731761006
170123_9,N54764,Day2,4,4,F,396,old,33.3,57.715,4,8.062,2.6,4.195,8.2,16.748,18.5,28.71,0.555555556,0.497444339,1.733183183,1.551891892
170123_10,N54771,Day2,4,3,F,388,old,37.6,56.962,9.4,14.453,0,0,1.3,2.458,26.9,40.05,0.715425532,0.703100313,1.514946809,1.488847584
170123_11,N54772,Day2,4,3,F,388,old,6.8,8.161,0.8,2.196,2.2,3.835,0,0,3.7,2.13,0.544117647,0.260997427,1.200147059,0.575675676
170123_12,,Day2,4,3,F,388,old,14.8,19.107,5.1,8.423,3.1,4.851,0,0,6.7,5.834,0.452702703,0.305333124,1.291013514,0.870746269
170206_1,N54798,Day2,4,3,F,394,old,28.2,40.607,6.2,10.389,1.4,1.77,4.2,8.357,16.5,20.091,0.585106383,0.494766912,1.439964539,1.217636364
170206_2,N54805/N54800,Day2,4,3,F,394,old,12.2,17.403,0,0,3.6,5.572,2.1,5.473,6.4,6.358,0.524590164,0.365339309,1.42647541,0.9934375
170206_3,N54801,Day2,4,3,M,393,old,35.8,67.941,8.3,16.158,4.9,11.569,6.3,14.355,16.4,25.859,0.458100559,0.380609647,1.897793296,1.576768293
170206_4,N54802,Day2,4,3,M,393,old,14.1,11.831,1.1,1.704,2.8,4.621,5.6,4.621,4.5,0.885,0.319148936,0.074803482,0.839078014,0.196666667
170206_5,N54803,Day2,4,3,M,393,old,8.7,11.438,1.8,3.507,0.5,0.95,1.9,4.621,4.5,2.36,0.517241379,0.206329778,1.314712644,0.524444444
170206_6,N54804,Day2,4,3,M,383,old,13.8,20.517,4,8.751,2.9,5.146,0,0,6.9,6.62,0.5,0.322659258,1.48673913,0.95942029
170206_7,N54806,Day2,4,3,M,383,old,14.3,27.104,3.3,8.095,2.5,6.129,2.6,6.03,6,6.85,0.41958042,0.252730224,1.895384615,1.141666667
170206_8,N54807,Day2,4,3,M,383,old,9,15.207,0,0,0,0,4,11.078,5,4.13,0.555555556,0.271585454,1.689666667,0.826
170206_9,N54818,Day2,4,0,M,367,old,6.8,8.685,1,2.065,0.8,1.901,1.2,2.327,3.7,2.393,0.544117647,0.275532527,1.277205882,0.646756757
170206_10,N54824,Day2,4,0,M,367,old,25.7,39.624,14.5,24.482,2.4,3.966,4.9,8.554,3.9,2.622,0.151750973,0.066172017,1.541789883,0.672307692
170206_11,N54825,Day2,4,0,M,367,old,7.2,0,0,0,0,0,7.2,0,0,0,0,,0,
170206_12,N54826,Day2,4,0,M,367,old,29.8,48.899,3.2,6.096,1.3,2.917,12,21.5,13.4,18.386,0.44966443,0.375999509,1.64090604,1.372089552
170227_1,N54859,Day2,4,0,F,120,young,8.9,10.684,4.9,8.39,0.4,0.787,0,0,3.7,1.508,0.415730337,0.141145638,1.200449438,0.407567568
170227_2,N54860,Day2,4,0,F,120,young,4.5,1.016,0,0,0,0,0,0,4.5,1.016,1,1,0.225777778,0.225777778
170227_3,N54861,Day2,4,0,F,120,young,60,116.774,11.2,19.992,4.3,9.406,13,28.219,31.5,59.157,0.525,0.506593934,1.946233333,1.878
170227_4,N54873,Day2,4,0,F,120,young,32.3,46.703,6.7,11.569,4,4.654,9.7,14.847,11.8,15.633,0.365325077,0.334732244,1.445913313,1.324830509
170227_5,N54874,Day2,4,0,F,120,young,4.2,0.59,0,0,0,0,0,0,4.2,0.59,1,1,0.140476191,0.140476191
170227_6,N54875,Day2,4,0,M,120,young,60,87.245,46.5,60.599,5.1,10.815,1.8,3.638,6.6,12.192,0.11,0.139744398,1.454083333,1.847272727
170227_7,N54876,Day2,4,0,M,120,young,16.9,14.65,0,0,0,0,2.5,2.491,14.4,12.159,0.852071006,0.82996587,0.866863905,0.844375
170227_8,N54877,Day2,4,0,M,120,young,8.9,11.7,0,0,0,0,0,0,8.9,11.7,1,1,1.314606742,1.314606742
170227_9,N54879,Day2,4,0,M,120,young,11.5,10.127,0,0,0,0,0.9,0.655,10.5,9.472,0.913043478,0.935321418,0.880608696,0.902095238
170227_10,N54880,Day2,4,0,M,120,young,49.2,82.099,26.5,41.066,4,8.357,3.9,8.783,14.9,23.892,0.302845529,0.291014507,1.668678862,1.603489933
170313_1,N54837,Day2,4,0,F,380,old,22.1,14.126,1.5,3.277,0,0,0.6,1.311,20,9.537,0.904977376,0.675138043,0.63918552,0.47685
170313_2,N54838,Day2,4,0,F,380,old,15.5,14.552,6.5,5.998,0,0,0,0,9,8.554,0.580645161,0.58782298,0.93883871,0.950444444
170313_3,N54843,Day2,4,0,M,380,old,14.5,6.883,0,0,0,0,0,0,14.5,6.883,1,1,0.474689655,0.474689655
170313_4,N54844,Day2,4,0,M,380,old,5.6,2.065,0,0,0,0,0,0,5.6,2.065,1,1,0.36875,0.36875
170313_5,N54856,Day2,4,0,M,380,old,5.3,3.835,0,0,0,0,0,0,5.3,3.835,1,1,0.723584906,0.723584906
170313_6,N54857,Day2,4,0,M,380,old,17.8,15.076,8.6,7.44,0,0,0.4,0.852,8.9,6.784,0.5,0.449986734,0.846966292,0.762247191
170313_7,N54858,Day2,4,0,M,380,old,4.5,2.687,0,0,0,0,0,0,4.5,2.687,1,1,0.597111111,0.597111111
170501_3,N54891/N54900LRspecific,Day2,4,0,M,381,old,29.8,37.231,2.3,3.572,0,0,3.7,7.21,23.7,26.449,0.795302013,0.710402622,1.249362416,1.115991561
170501_4,N54892,Day2,4,0,F,381,old,8.4,2.556,0,0,0,0,0,0,8.4,2.556,1,1,0.304285714,0.304285714
170501_5,N54893,Day2,4,0,M,381,old,24.4,19.894,0,0,0,0,2,0.852,22.4,19.042,0.918032787,0.957173017,0.815327869,0.850089286
170501_6,N54897,Day2,4,0,M,381,old,25.5,31.791,6.9,7.669,2,2.622,2.4,3.671,14.3,17.829,0.560784314,0.5608191,1.246705882,1.246783217
170501_7,N54898,Day2,4,0,F,381,old,60,107.303,25.1,41.23,12.5,27.104,11,21.402,11.4,17.567,0.19,0.163713969,1.788383333,1.540964912
170501_8,N54899,Day2,4,0,F,381,old,20.7,31.627,8,14.093,2.9,5.703,1.9,3.277,7.9,8.554,0.381642512,0.270465109,1.527874396,1.08278481
161107_1,N54716/N54915,Day3,1,4,F,383,old,60,84.099,1,1.442,35.8,53.061,9.1,14.748,14.2,14.847,0.236666667,0.176541933,1.40165,1.04556338
161107_2,N54714/N54916,Day3,1,4,F,383,old,60,85.639,14,19.894,13.2,17.764,22.8,31.791,10,16.19,0.166666667,0.189049382,1.427316667,1.619
161107_3,N54717,Day3,1,4,F,383,old,19.7,24.482,3.5,6.194,4.5,7.964,6.8,7.767,4.8,2.556,0.243654822,0.104403235,1.242741117,0.5325
161107_4,N54715/N54917,Day3,1,4,M,379,old,34.7,51.947,2.9,7.735,5.4,11.242,11.8,14.585,14.6,18.386,0.42074928,0.353937667,1.4970317,1.259315069
161107_5,N54718//N54721,Day3,1,4,M,379,old,18.3,13.732,4.3,5.899,8.9,5.244,0,0,5.1,2.589,0.278688525,0.188537722,0.750382514,0.507647059
161107_6,N54719,Day3,1,4,M,379,old,33.6,45.917,5.5,8.587,4.2,7.735,8.6,11.635,15.3,17.96,0.455357143,0.391140536,1.366577381,1.173856209
161107_7,N54720,Day3,1,4,M,379,old,60,63.09,25.9,21.664,13.6,16.354,9.8,9.275,10.7,15.797,0.178333333,0.250388334,1.0515,1.47635514
161107_8,N54722,Day3,1,4,M,379,old,35.4,59.485,6.4,14.552,8.2,12.389,4.7,11.34,16,21.205,0.451977401,0.356476423,1.680367232,1.3253125
170123_1,N54760/N54754/N54755,Day3,1,0,F,400,old,29.7,55.814,6.2,14.879,5.7,10.684,7.6,14.355,10.2,15.895,0.343434343,0.284785179,1.879259259,1.558333333
